product_name,review_date,reviewer_name,reviewer_gender,reviewer_total_reviews,helpful_badge,award_count,review_title,review_content
Metal Jeans Women,01/14/2020,Pepdal,M,238,,0,Fanning of flames required,"A much talked about early release from Turkish house Nishane, of which I have only ever tried Rosa Turca. The note pyramid intrigued me on this and I was keen to see if the actual smell delivered. Thank you."
Metal Jeans Women,09/17/2020,Bloodxclat,M,34,,28,The Gentlemen-Pirate from the South Istanbulian Islands,"Rum, coconut, and tobacco in a perfume, with cedar as a base? Have my years of pleading to a higher power been answered?

I have relatively high expectations when it comes to rum and tobacco - I have been dealing with R(h)um for many years and was previously in the tobacco industry.

So it was clear to me in advance - either this is my long-awaited holy grail, or I will stop searching and dedicate myself to, for example, a model railway or start sewing children's clothes.

One must give credit to Nishane, the presentation, packaging, and bottle are incredibly elegant and beautifully displayed. This is enjoyable.

The scent opens quite smoky right away, a resinous smoke with a hint of sweetness - it reminds me of a smoky, natural oud that I once had the chance to sniff. Then a lovely coconut joins in, very nutty and natural, the sweetness is moderate. No coconut milk, no Bounty, but really well done. Cedar & rum create an open rum barrel - aromatic, authentic, sharp, and dark. Anyone who has ever stood in a warehouse with rum barrels will remember this now.

The tobacco is green-herbaceous and heavy, swirling powerfully around the rum barrel, while the coconut shells crackle on the fire. Every now and then - a resinous-sweet-smoky note flashes, reminiscent of hashish. The progression is truly wonderful, the scent constantly shifts, and a new olfactory impression comes in all the time. It feels very high quality overall.

Longevity is phenomenal, easily 12h+. One should not overdo it - as always - since the sillage quickly rises to a few meters. Two sprays from the hefty bottle are sufficient.

Fan your Flames is exotic, a bit wicked, and carries a certain lustfulness - at the same time, it is just as distinguished and possesses a certain nobility. Gentlemen-Pirate sounds terribly clichéd, but somehow it is apt.

This perfume will certainly have a permanent place in my collection. I am still searching for the holy grail ;-)"
Metal Jeans Women,05/03/2020,Chizza,M,361,,31,Caribbean Party in the Ruhr Area,"Recently, I had a silly accident while doing my weekend shopping. Before you gasp in shock: I had already bought butter and salami, all good. No, my lovely wife wanted to bring the vacation vibe home despite Corona. Instead of beach, palm trees, and sea, it was party cellar with dim lighting, Dortmund Union beer, and homemade Raffaello schnapps from the bathtub. From my friend, Jürgen.

Sounds good, right? Well, anyway, my wife sent me out again to buy coconuts and Caribbean stuff. No problem, I'm a pro at that! I can boast several stays at Caribbean resorts. Quickly put on my Halston Z-14. After Googling, I bought rum. The one from the middle shelf. Not too cheap but also not an expensive drop, she wouldn't taste the difference anyway. While I was there, I grabbed a couple of packs of cigarettes and some vanilla liqueur. Jürgen swears by it.

Then the mishap happened as I was leaving the store. The stone slabs outside were too slippery for my flip-flops (I had already put on my vacation outfit as a precaution), I slipped, balanced my shopping but it was no use. I crashed down and everything spilled over me. First, the coconuts spilled out along with the rum. I suddenly smelled like Klaus Störtebeker, I tell you! Anyway, the rum was quite intense and very alcoholic, phew! Only now did I realize that a bit of tobacco and vanilla liqueur had fallen into the spilled coconut-rum mix. Well, that didn't make much of a difference. The rum already tasted very sweet because of the coconut. As pleasant as the scent was at first for a bad boy like me, it was a bit bothersome now. Quickly gathered the opened pack of cigarettes and headed to the car. Stupid that my mossy Halston no longer came through and also stupid that I partially fell into the cedar planting. As Andy Brehme once said: if you have shit on your foot, you have shit on your foot.

I drove home and smelled like an entire Caribbean bar, where you drink rum from a coconut shell. You probably think that's nonsense. Oh no! I've done that in Duisburg before! And it was really Caribbean, as the owner told me. And what Peter says is true. He was once married to someone from there. Twenty years ago. I was glad that all the other nonsense didn't also play into the scent. The alcoholic smell also weakened over time, it became sweeter and sweeter, but now the cigarettes also stank!
I parked my car and of course ran into my neighbor, that nasty Schofel! ""All good, Captain Morgan?"" he grinned at me. I wanted to tell him off but he was also lifting weights at home. So I smiled at him instead and pretended to be clumsy by dropping the keys to the front door several times. The idiot!
Anyway, I got home and told my wife about the mishap, she had already put on the grass skirt and the crown in her hair. She didn't quite get the hip swing right. She thought it wasn't a big deal and so everything was okay. I first opened a Union beer to calm down. She said to me, I'm not Jack Sparrow but still her pirate. To which I replied, she's not the woman from the Batida de Coco ad but for me, she's the drunk alternative. That didn't go over well. Maybe I inhaled too much of the rum smell.
That was my story! Good night from the sofa, folks!"
Metal Jeans Women,08/20/2025,Berkanlenck,M,145,,24,"Where Coconut, Rum, and Smoke Meet","It was a warm summer evening when I first applied “Fan Your Flames.” I still vividly remember how the sun slowly sank behind the rooftops of the city, bathing the streets in a golden light. I had discovered the fragrance in a small perfumery-a narrow, dark bottle with golden accents that radiated something mysterious. The salesperson simply smiled when I asked how the scent was and said, “You have to find out for yourself.”

Barely applied, the top note unfolded: a sweet, warm wave of coconut and rum that instantly evoked a feeling of coziness and adventure at the same time. It was as if I held a small piece of summer in my hand: sweet, slightly intoxicating, and with a hint of wanderlust. I closed my eyes and could imagine sitting on a beach, my feet in the sand, a gentle breeze on my face, while the sun kissed the horizon.

But the fragrance was much more than just summer. After a few minutes, the heart note opened up: tobacco and tonka bean. Now the scent became deep, smoky, almost a bit mysterious. It told stories of long evenings with friends, of conversations by candlelight, of memories that linger like smoke in the air. Every breath felt like a step into a world full of warmth and familiarity, but also full of adventure.

Finally, the base note of oak wood, vanilla, and musk brought everything together. It gave the fragrance stability and depth, making it sensual, enveloping, and unforgettable. I could feel the hours the scent lingered on my skin, like a constant companion throughout the evening. People around me noticed it without me saying a word. It was subtle yet present, and it seemed as if everyone who came near me took a piece of this story with them.

In the following days, I wore the fragrance for special moments: at a dinner with friends, on a walk through the city at sunset, even during a spontaneous visit to a small, hidden bar. Every moment became more intense, more memorable, as if the fragrance extended time itself. “Fan Your Flames” was more than a perfume-it was an experience, a little journey that one could always carry with them.

Since that evening, the scent has become inseparable from warmth, a sense of adventure, and the feeling that every moment, no matter how small, can be special. Every time I smell it, I am reminded of that golden city, the setting sun, and the magic that arises when all the elements of sweetness, smoke, wood, and musk harmonize perfectly."
Metal Jeans Women,05/11/2023,Sirbennyone,M,499,,15,I know this blend (in part) ... / Can I recommend it to you?,"Hello everyone, I have known this fragrance since 2018, and I think I can share a certain opinion with you, but how you use it is always up to you ;). When considering this fragrance, one must realize that it is certainly not a fresh - aromatic or woody - oud fragrance. It leans towards a tropical - alcoholic - smoky and slightly (!) sweet direction, and that is really the..."
Metal Jeans Women,02/14/2022,DarkWinterCS,M,291,,18,"Away from the Hype, I Feel Your Fiery Temperament","Sweet scents here and there, as far as the eye can see. Those who seek will find. Only what I am looking for I cannot find, at least not in the way I wished. Too much that has been too sweet for me lately, too much mainstream, few authentic gourmands, and then more and more flankers of well-known fragrances trying to adapt to the newer taste of the masses. Aventus was the holy grail for newcomers, slowly fading and increasingly hated. The tip of the iceberg. But everyone should have noticed who wears this fragrance. Therefore, a new grail was sought. It seemed that Baccarat Rouge 540 would be the next one. Much hyped, even more fragrances still trying to find similarities with saffron to then shine through differences.

Do I want that? NO, definitely not.
Even Baccarat Rouge 540 could not convince me. Especially not Aventus with the batches I tested. Everything felt so uniform, so conjured, and so boring. Especially BR540 was just sweet, sweet, and sweet for me. Exploded hairspray. Why? Do you just want to blend into the masses, to prove to some people that you wear something everyone wears and what many might perceive positively through good memories?

What is wrong with experimenting? Finding something that not everyone wears or that doesn't fit into the current hype. That is what makes it so exciting when you stand out, when you smell different. Here, interest and curiosity arise.

I currently feel this with my long-loved Spicebomb. The pepper no longer appeals to my nose. Too boring, too overused is the DANN. That is why Infrared seems to be doing so well. More than a reinterpretation of the known.
In the search, several candidates come into question. Many push themselves forward, even those that have already left my collection. I could perceive the fresher version of a Spicebomb in Histoires de Parfum's 1899. Good, but too close to the original. Even Ani by Nishane couldn't resist a bit of Spicebomb DNA. But in a more eccentric and stronger version. What a powerhouse.

No, it should be something completely different, something that is also demanding, perhaps not immediately cuddly, but striking. Here comes Nishane Fan Your Flames into play. Completely differentiated from the spicy-sweet mass of winter fragrances. Hints of a summer scent, nuances of a gourmand. Not a fragrance that precisely fits my requirements, but rather takes a supportive place in my collection.
It fascinates me, though. Complex, with edges and corners, a crazy all-rounder.

Summer?
Winter?
Who cares!

Initial coconut rolls through the campfire and bursts. Sniffing the woody coconut shell, the frayed remnants reaching, smoke rising, slightly charred. Nutty, woody, and coconut water in the sun. Smoky, it cools the skin to intensely distribute light smoky wisps. Nutty-fruity after slightly unripe coconut. The curse of the Caribbean. Rum, oh so.
A bit of alcohol can never hurt, as it dampens the excesses of the burnt shell. Is someone smoking here?
Lovingly wrapping ripe tobacco leaves. Not lit, just lying on the table, staring into the fire.

In summer, cooling on the skin, summer and vacation feeling ready. Caribbean islands full of warmth and cocktails under the little umbrella.
In winter, warming, smoky, coconut water in the wind.

The scent lingers on me for a long time. At least ten hours are in it. You don't radiate as extremely as others of your kind, but enough to envelop myself in your delicate notes.

What more could I want?
The search continues, perfection is not yet achieved, but this one has earned its place; my collection is happy about your participation."
Metal Jeans Women,01/27/2022,Leia,F,6,HELPFUL REVIEW,16,only 7.1% of the owners are women? - I don't understand!,"Dear ladies, if you are looking for a subtle, cuddly, sweet, slightly bitter but also mature scent, here it is! With a sweet and delicious coconut note that feels slightly tipsy due to the rum (Drunken Bounty?), accompanied by a soft and warm tonka bean that comes across confidently and maturely thanks to the tobacco and cedar. Definitely a recommendation for the ladies but..."
Metal Jeans Women,02/06/2021,Felix2109,M,17,,9,The best fragrance notes combined,"Tobacco, rum, and coconut - all fragrance notes that I love. You can't go wrong with tonka bean either. There's nothing to complain about a nice cedar note. So it sounds like the perfect scent for me, and it was immediately added to my wish list.
After only a short time in the souk, I saw it and bought the whole bottle blindly. A few days later, it arrived at my place, very nice packaging, and I also like Nishane's postcard idea; it's something different. The bottle is designed very classically and only stands out because of its more unusual cap, which I like.
Well, let's get to the scent itself. As mentioned, I approached it with very high expectations due to the listed notes, and what can I say, you get what it says on the label. It starts with a strong and pleasant rum accord. However, after a short time, the coconut takes over, and the rum retreats to the background, replaced by cedar and tobacco. After a few hours, it's really just coconut and cedar with a smoky undertone. The longevity and sillage are also good. The scent had everything it promised, but unfortunately, I don't quite like the notes in this combination. The woody note is also, unfortunately, too pronounced for me in this fragrance. I guess I'll have to wait a bit longer until it gets warmer, and I can enjoy coconut in summery scents.
Nevertheless, it's a beautiful and, above all, unusual fragrance that one can certainly try."
Metal Jeans Women,03/13/2020,Bnymn,M,2,VERY HELPFUL REVIEW,12,Set your life on fire. Seek those who FAN YOUR FLAMES,"Said the Sufi grandmaster, Jalal ad-Din al-Rumi. Nishane seems to imply a subtle reference to the mysticism of the Mevlevis here. Rumi is known to all of us? I hope so :) If not, here’s a little summary: Like almost every dervish, Rumi also ""traveled"" a lot. ""Die to be born. Go to arrive."" defines the phenomenon of traveling. His travels cover more than 4000 km: From his..."
Metal Jeans Women,01/09/2022,M50,M,10,HELPFUL REVIEW,10,Fire and Flame,"Since Nishane is currently one of my favorite brands, I had to test Fan your Flames. Luckily, it’s not as hyped as other fragrances from this house. What do you do when you want to test something? Of course, you immediately order a whole bottle! After all, we are environmentally friendly and want to reduce plastic waste from plastic sprayers :) However, my first..."
Metal Jeans Women,05/22/2024,Vikteur,M,5,HELPFUL REVIEW,9,Blessing of the Caribbean,"I join all the pirate comparisons of my predecessors, and I think it’s great that I can! This fragrance truly combines many scent notes that must not be missing in a good pirate fantasy: boozy rum, coconut, a bit of sweetness, wood, tobacco, smoke, leather, green notes, and a very fine mustiness.

Malibù - Party in the Bay for really hearty people.

[The fragrances don’t have much in common aside from coconut and a boozy note, but they effectively represent the two ends of a Caribbean fantasy spectrum.]

Or better: People who wear Fan Your Flames ambush those who wear ""Malibù - Party in the Bay | Simone Andreoli.""

Or: People who wear Fan Your Flames turn a stiff beach party with piña coladas into a wild rum feast.

What do I like about the fragrance?

1. The scent is strong and multifaceted. In fact, the first minutes are very boozy, green, bitter, and somewhat unappealing. Since it was a blind buy for me, I briefly felt a certain regret. Only over time do coconut, tobacco, sweetness, and finer woody notes develop for me, making the fragrance really good, pleasant, and even a little elegant - although the scent should feel most at home in casual leisure. Additionally, I personally detect a slightly leathery note: the oak moss shows clear edges but harmonizes excellently with the other fragrance components.

2. The fragrance stimulates the imagination, and we associate heavier, bitter-spicy scent notes with sun, beach, and sea. Pirates in the Caribbean, indeed.
This breaks a tiresome cliché: with heavy, dark, gourmand, or spicy fragrances, direct connections are often made to winter wonderlands, Christmas markets, fireplaces, or other cold-romantic scenarios. This annoys me, and Fan Your Flames shows that it’s all in the mind and that classic notions can be questioned. Of course, one should take care of oneself and one’s environment regarding heavier fragrances in higher temperatures.

3. Pirates!"
Metal Jeans Women,11/13/2021,Emo,M,13,HELPFUL REVIEW,9,It burns under the nose ...,"As the name suggests, Nishane Istanbul is a Turkish niche house (the only one!) that was founded in 2012 and gained some visibility by presenting its line at the Milan fair Esxence in 2015. The brand offers only perfumes in concentrated extract. It evokes a bold and extravagant scent, indeed passionate and ignited, as the name suggests, a gourmet tobacco that does not shy..."
Metal Jeans Women,10/16/2023,Lor3enz,M,1,HELPFUL REVIEW,9,"A Bar in Grenada with the Specialty ""Coconut Rum""","Fan your flames, described as Jack Sparrow's scent. However, I see this on a completely different character from the ""Pirates of the Caribbean"" series: Elizabeth, the exceedingly beautiful noblewoman who becomes a cunning pirate herself throughout the series. The fragrance opens with a woody-dark coconut note but quickly shifts to rum. This truly delivers on its promise:..."
Metal Jeans Women,10/15/2024,Cindy1988,F,18,HELPFUL REVIEW,8,Hooray and up she rises!,"First of all: I loooove boozy scents… And since the colder days have already caught up with us, it’s not even a crime to wear them during the day. This Nishane is wild. If Jack Sparrow had a signature scent - this is what he would wear! It smells like a pirate crew throwing a rum party on the beach and burning coconuts. Fan Your Flames by Nishane opens with a really..."
Metal Jeans Women,08/09/2023,Machiavelli7,M,6,HELPFUL REVIEW,9,Jack Sparrow Signature Scent,"Although Johnny likes to promote the Ambroxan bomb Sauvage in the real world, his fictional character has a different favorite: Fan your Flames. At first, the powerful rum note overwhelmed me a bit during my first sniff and pushed the notes of tobacco, tonka bean, and coconut into the background. This was disappointing for me, as I had been looking forward to these fragrance notes when I ordered it.

But I didn't want to give up on it. I kept returning to Fan your Flames, sniffing it, and over time I began to warm up to the strong rum note. After several sniffs, my nose could now also detect the other fragrance notes, albeit more subtly. Although the rum note is consistently dominant and perhaps not typical for summer or spring scents, Fan your Flames definitely shines on mild summer evenings."
Metal Jeans Women,11/19/2024,Kleibinho,M,7,HELPFUL REVIEW,6,The Tipsy Coconut!,"I have had Fan Your Flames in my collection for quite a while now and have had the pleasure of wearing the scent extensively.
In fact, I have not smelled anything comparable so far, which makes this fragrance absolutely unique in my eyes.
It starts off with a hefty dose of coconut that has been soaked in rum. Personally, I love this opening, as it doesn’t come across as creamy sweet like a typical coconut, which gives it a more masculine touch. In my opinion, the scent progresses quite linearly, which is absolutely brilliant in this case, as this composition simply fits together beautifully. The sillage and longevity are well above average, so one should apply Fan Your Flames with care. I enjoy wearing this fragrance all year round, especially in the evenings and at celebrations.

So, if you want a unique scent that definitely stands out and garners compliments, you can't go wrong with Fan Your Flames!"
Metal Jeans Women,01/24/2022,Tarkaan7,M,1,HELPFUL REVIEW,5,First-Class Rum with an Unsweetened Raffaelo,"I stumbled upon the fragrance on Parfumo. When I saw the notes, I was very excited, but I didn't want to get it as a blind buy and in the distant future, as I have already spent a lot of money on fragrances lately :D
Spontaneously, I went with a friend to a new perfumery in Zurich and lo and behold: They happened to have FAN YOUR FLAMES in stock. Of course, I had to test it, and it was love at first spray. Naturally, I had to order it as soon as I got home!

For me, the scent is hard to place in a specific situation. It can be worn elegantly (not with a suit, but rather Casual Business), but I also see myself wearing it in the evening somewhere on the beach in shorts during a walk or at an outdoor bar. Personally, it is the best rum fragrance I have tested so far. At first, the coconut might be a bit too strong for some noses, but I like it, and in the drydown, it becomes pleasant and smooth for everyone. Longevity is easily a whole day (at least 9h), sillage is quite decent but not exaggerated. I can recommend this fragrance to anyone who takes life easy and achieves their goals solidly with the principle of minimalism. Nothing can bring you down!

So, if you like coconut and are looking for an alcoholic fragrance: FAN YOUR FLAMES is the perfect choice!"
Metal Jeans Women,07/17/2022,Animilovic,M,134,,6,Pirates of the Caribbean Signature Scent,"I can't help it... I see the ingredients coconut, rum, tobacco and I immediately imagine a pirate in the Caribbean wearing this perfume as his signature scent. In fact, the opening consists of a musty alcohol note that leans slightly towards the synthetic direction, and I think of a ragged pirate with missing teeth, pressing his saber to my throat and shouting at me because..."
Metal Jeans Women,12/21/2021,Neonwhite,M,21,HELPFUL REVIEW,6,Fire in the Cocktail Bar,"First of all: I only write reviews for fragrances that truly impress me in an extraordinary way. So why is this the case with Fan your Flames?

From the first spray, I was immediately surprised. I've never smelled anything like this. Cough drop in smoke, coconut in the background. Not the coconut you expect, but somehow minty, fresher coconut. Extreme contrasts right from the first sniff. It could also be a fresh sauna infusion. In the sauna, I see incense sticks blowing their flags into the sky while the visitors joyfully enjoy the best rum. Indefinable yet so clear (nonsensical) images. Contrasts indeed. Contrasts that don’t fit into my world but are incredibly attractive because of that.
Despite the strong smoky note, Fan your Flames is an absolute clean scent, something I've never experienced elsewhere.

What I find so brilliant about this fragrance happens more at the beginning; in the drydown, after about 4 hours, the smoke, which is rather unspectacular and too strong, remains while the wonderful unique freshness slowly fades away.

I don’t care, I want to own this fragrance. So unique, so mysterious, so clean, so wearable, so noticeable, so strong yet so pleasant, so crazy, so full of contrasts and as chaotic as this comment. This fragrance is incredibly complex.

Let’s go outside and smoke a cigar in front of the cocktail bar that has just burned down and was extinguished with coconut liqueur!

Sillage & Longevity:

The special aura surrounds me, as mentioned, for about 4 hours before it transforms into smoky wood. However, the little fire that this fragrance ignites is still clearly perceptible after 8 hours.

One last thing to say:
I want you! The 4 hours are worth it to me."
Metal Jeans Women,02/10/2025,TimH20,M,4,,4,First Great Love,"Fan your Flames has been with me almost since day one of my perfume journey. Back then, I received a sample of this fragrance, and it was the best scent I had smelled up to that point.

Coconut notes usually appear in summer fragrances like Miami or ""White on White | XerJoff."" However, Fan your Flames tries something new and transforms it into a perfect boozy winter scent with the perfect dose of rum, so it doesn't come off as too alcoholic. The nutty sweet aroma of the rum shines through nicely but not too strongly. The tonka bean enhances the sweetness and rounds it off. And the combination with my favorite note, tobacco, completes the fragrance into a masterpiece, adding spice and a hint of the Orient. Additionally, the oak moss also contributes a touch of spice to this composition. In my opinion, the sour tree note does not come through, which is a good thing, as I believe a green note would be disruptive here. The fragrance may be too sweet for some people since there is a sweet ingredient in the second tier of the notes pyramid. For my taste, it strikes the perfect balance of sweetness and spice. Highly recommended!"
Metal Jeans Women,03/25/2023,Basti87,M,1064,HELPFUL REVIEW,8,Coconut-Rum-Tobacco with Cedar Base,"A new acquisition of mine. Fan Your Flames by Nishane has been on my radar for a while. The unique notes of coconut and rum seemed very appealing and exciting as a change for the collection. Many Nishane fragrances can be found at a good price, which wasn't the case before. This one, for example, can be partially found for 120 euros for 100ml. The MSRP for 50ml is already significantly more expensive. Definitely worth checking out, as this brand simply offers quality, performs excellently, and many just resonate really well.
Fan Your Flames is somewhat more edgy, especially due to the striking rum note in the first two hours. The coconut is also quite unique and something that may not appeal to everyone. You should definitely test it before purchasing, especially the opening could be quite off-putting in a blind buy. As it develops, it becomes much more pleasant and softer.

The bottle and Nishane packaging is, as always, a 10/10 for me. Simply elegant & luxurious. For me, it's among the best in the niche world. Not too much, not too little.
Fan Your Flames is a dark coconut scent. Those expecting Raffaello will be disappointed, especially at the start. A strong boozy rum note greets you there. It packs a punch and can be quite overwhelming for some. When smelled closely, it has a slightly musty vibe. In the air and from a distance, it's fine. Coconut is also present in the opening, but still overshadowed by the rum. As the rum note softens, the coconut develops beautifully and offers a lovely cocktail feeling, especially with this light cigar-tobacco note and wonderful creamy-sweet tonka that pairs great with the coconut. However, the scent never becomes overly sweet. The development is really well crafted, as this fragrance becomes pleasantly appealing without becoming too ordinary or mainstream. The base comes in very softly with a lot of cedar, and the heart notes of tonka & tobacco are still present. The woody-soft cedar base is excellent for the dry-down and a great finish.
Performance is, like all Nishanes, simply grand and worthy of an extrait. The rum opening is quite intense, and even in the further coconut development, the sillage is really good. The cedar base is still well noticeable and pleasant. Perfect for people who want to stand out. Longevity is easily over 12 hours or more.
This can be well suited for nightlife. Not a Raffaello for the beach, rather dark coconut with a lot of depth. Thanks to the coconut, it can be worn well on summer evenings/nights. For everyday wear, it's less suitable. Unisex is also fine, although it is significantly better received by men with 90% ownership. This is probably due to the bad-boy rum start. After about 2 hours, it becomes quite unisex.

Overall, a high-quality fragrance that can be well purchased on sale if you want a coconut-rum scent for the evening/night. Definitely worth testing before buying."
Metal Jeans Women,04/23/2023,TristanKalus,M,130,HELPFUL REVIEW,5,A Feeling of the Caribbean,"The sun high in the sky, the white sand so blazing hot.
In the comforting shade of a palm tree, somewhere in the South Sea - who knows?!

Leaning against the trunk, a pirate as drunk as can be.
In his left hand a jug of mojito, in the other a bottle with rum written on it.

Alternately he takes a sip, sometimes from the bottle, sometimes from the full jug.
With a cloudy gaze, he lights his cigar from Nicaragua and takes a deep drag.

How long he has been here, he does not know and does not want to know.
What he also does not know is when he had his last bite.

But with a thud against the trunk, a few coconuts fall down.
He indulges in them and is happy, as he no longer has to hunger.

He has everything he needs and feels like the king on his island.
Everything seems perfect - if only he didn’t have such a terrible burn.

But his mood lifts immediately at the sight of the chest made of light cedar.
Filled with gold ducats, jewelry of ancient Aztecs, some tonka, and bottles from a bodega.

Slowly, the dark sea and the red sun merge in a swirling symbiosis.
The pirate's gaze wanders longingly over the horizon and over the oak moss growing on the chest.

Fin.
______________________

Nishane's Fan Your Flames ranks quite high on my list of alcoholic fragrances, if not at the very top. This is probably because I have found a truly authentic ""booze"" scent in Fan Your Flames for the first time. Where other fragrances only use fewer facets of spirits, Nishane's creation offers the full spectrum of top-notch rum from the Caribbean. The aroma of the sugarcane schnapps develops a bit sharp and piercing right from the start and becomes increasingly softer, fuller, and almost reveals a fine sweetness as it progresses. Following this are smoky coconuts and light tobacco. The tobacco note indeed reminds one of hand-rolled cigars from Nicaragua, but the coconut note does not quite evoke images of fresh coconuts. Much more, the note recalls coconut-flavored rolling papers, which we smoked for a while in our youth - a lovely nostalgic feeling! Next, a bit of citrus and a hint of mint join the rum. With the very sugarcane-heavy rum, an aroma develops that strongly reminds one of refreshing mojitos. As it progresses, Fan Your Flames gains sweetness on one side, while on the other side, an increasingly intense cedar note emerges. The latter dominates the fragrance after the initial burst and gives it its sharp-woody character, which is underlaid by a bit of zesty oak moss.

So, if you are looking for an authentically alcoholic fragrance, you can certainly find it here - a feeling of the Caribbean is included!"
Metal Jeans Women,10/20/2023,Avantgardist,M,42,,5,Pirate Ship for the Nose!,"The most important thing first: give it time! For me, nothing happened until about 20 minutes in. After spraying and even five minutes later, there was only a very subtle woody note and a faint hint of undefined sweetness. Boring. But the pirate ship crept closer, and suddenly the party started, with all the ingredients of a Caribbean party invited: coconut, rum, the pleasant..."
Metal Jeans Women,06/06/2023,On3ForN1ce,M,20,HELPFUL REVIEW,4,Grandiose blend of Pina Colada and Caribbean beach,"As can be seen from many other reviews here, there is often talk of a pirate or even a ""gentleman pirate.""
This comparison is quite fitting - probably or especially because of the rum.
I would like to describe it differently.
Imagine you are on vacation. 10 days in the Caribbean, preferably Cuba.
You are lying on the beach. The typical vacation photo - turquoise blue water meets fine, white sand. There are countless palm trees on the beach.
In your wooden lounge chair, next to which stands a wooden sunshade with a thatched roof, you are enjoying a nice Pina Colada - of course authentically served in a coconut.
In your other hand, you have a real Cuban cigar.

You are enjoying the stress-free life before the vacation ends and you have to go back to work.

This scent really reminds me of a vacation in the Caribbean. I find the combination of coconut, tobacco, and rum really great.
I fell in love with the fragrance at the first sniff. I am glad that I stumbled upon it through a blind swap; otherwise, I would have really missed out.

Longevity and sillage are nishane typical and really extremely good. It easily exceeds 10 hours.

But beware: one to a maximum of 2 sprays are really enough.
The scent is truly ultra strong.
Almost overwhelming, but the coconut gives the fragrance a light note.
I personally never adhere to the conventions of ""summer"" and ""winter,"" but I would tend to say that this is more of a scent for cold days.

However, I would also wear it in summer. The coconut and rum evoke the ultimate vacation feeling!"
Metal Jeans Women,07/18/2024,Lauser93,M,1199,,2,"Unfortunately, it didn't captivate me","I personally find Fan Your Flames a bit tricky. At times it is beautiful but then again too cumbersome. Above all, there is an earthiness that I find disturbing. The longevity on my skin is quite successful at 8 to 10 hours, and I would also describe the sillage as good.

The top note starts off sweet with creamy coconut milk but is also very woody thanks to rum-soaked oak barrels. The heart note offers a lot of tobacco and a bit of tonka beans. Unfortunately, the base is too earthy and peaty for me. The oak moss bothers me quite a bit. There is also dark leather.

Unfortunately, there was no spark between me and ""Fan Your Flames | Nishane."" Nevertheless, I thank Niklas for the manufacturer sample."
Metal Jeans Women,07/02/2022,Creedence,M,4,HELPFUL REVIEW,2,Edelsüss,"I mean with this Nishane fragrance, apart from oak moss, I can actually perceive all the listed notes. An incredibly warm and very enveloping scent. Unobtrusive coconut, nicely vanilla, light tobacco, and a moderate alcoholic note with very good longevity... simply very well composed. I really like this spicy, subtly sweet progression. Now and then, a hint of sunscreen wafts into the nose, creating a kind of beach, vacation feeling. Traditionally, most connoisseurs would probably reserve 'Flames' for the cooler months, but I can’t help but occasionally spritz it over citrus notes even in summer.
Fan your Flames by Nishane is a perfume of excellent quality that is worth its price."
Metal Jeans Women,05/11/2023,Raoul0508,M,7,,5,Rum and Tobacco - a combination I thought I knew by heart...,"A beautiful, fundamentally rather wintery tobacco and rum scent, which is made very special by the coconut. Somehow, the coconut does not fit this fragrance at all, yet still, or precisely because of that, I can't imagine the scent without this intriguingly interpreted note. I perceive the coconut very clearly throughout the entire scent development. Right at the beginning, it is rather fresh and by no means sweet. Anyone thinking of sunscreen or cocktails here is, in my opinion, mistaken... Rather, it resembles a realistic, somewhat unripe coconut that has been layered over the finished fragrance. It sounds a bit odd at first, but in the final product, it is incredibly beautiful. As the scent develops further, it becomes a bit sweeter, which is probably due to the tonka bean, without losing that realistic, unripe touch.

Nishane has impressively shown that they can play well with vanilla in Ani EXTRAIT DE PARFUM and ""Ambra Calabria | Nishane."" However, with Fan Your Flames, I am very glad that there is no vanilla included. This would have pushed the scent too much in a wintery direction... Instead, the fragrance creates a very fine balance between cozy warmth and an interesting tropical touch with the coconut.

Both the tobacco and rum smell very realistic and develop a sweet-bitter scent on my skin. The cedarwood gives the fragrance a bright, woody base and prevents it from going too strongly in the gourmand direction. With the fragrance pyramid in mind, I imagine that I can smell the oak moss, even though I actually don't know how it should smell on its own. I can generally pick out each of the listed components, which is rather rare for me.

Through other reviews and videos, I expected the scent to be smokier than it actually is on my skin. It strikes the perfect balance for me between boozy-sweet, woody, and fruity-bitter. This makes it very difficult for me to classify the perfume into a specific season. I wore it yesterday, carefully dosed, at 20 degrees and thoroughly enjoyed the scent trail. In my opinion, you can wear Fan Your Flames all year round, except for sunny summer days, although in deep winter, I would probably lean more towards sweeter alcoholic scents like ""Side Effect | Initio.""

Definitely a great fragrance that allows you to stand out from the crowd perfectly, without trying too hard to be noticed. The true magic reveals itself only when you wear the scent on your neck and perceive it through the fragrance cloud. Therefore, one should wear the fragrance, if possible, before evaluating it. The longevity on my skin is superb, the sillage is typically ""subdued"" and wave-like for an extrait, but just right for the scent. The bottle and packaging are quite impressive, and the overall picture simply works. One of the few fragrances in the niche segment where I feel that it is worth every cent, without having financed expensive marketing campaigns... So definitely give it a try! :)"
Metal Jeans Women,02/01/2024,Illyrianguy,M,1,,1,Havana in Winter,"Fan your Flames is the perfect winter fragrance that still has a tropical touch.
It starts with a strong rum and coconut note and later harmonizes with tobacco and a slightly sweet/spicy scent. In my opinion, after a few hours, you can also detect a cinnamon-like smell.
Overall, Fan your Flames is a journey that you must experience."
